Date,District,Market Type,Commercial Type,Quality Grade,Price,, 
6/21/2016,Kurunegala,Local,Peedunu,Standard,1800,,
6/21/2016,Kurunegala,Local,Keti,Premium,800,,
6/21/2016,Kurunegala,Local,Keti,Standard,400,,
6/21/2016,Kurunegala,Local,Korikan,Premium,500,,
6/21/2016,Kurunegala,Local,Korikan,Standard,200,,
6/21/2016,Gampaha,Export,Peedunu,Premium,6500,,
6/21/2016,Gampaha,Export,Peedunu,Standard,4000,,
6/21/2016,Gampaha,Export,Kanda,Premium,5000,,
6/21/2016,Gampaha,Export,Kanda,Standard,4000,,
6/21/2016,Gampaha,Local,Peedunu,Premium,1800,,
6/21/2016,Gampaha,Local,Peedunu,Standard,1500,,
6/21/2016,Gampaha,Local,Keti,Premium,1200,,
6/21/2016,Gampaha,Local,Keti,Standard,1000,,
6/21/2016,Gampaha,Local,Korikan,Premium,300,,
6/21/2016,Gampaha,Local,Korikan,Standard,300,,
6/28/2016,Kurunegala,Export,Peedunu,Premium,4000,,
6/28/2016,Kurunegala,Export,Peedunu,Standard,2000,,
6/28/2016,Kurunegala,Export,Kanda,Premium,5000,,
6/28/2016,Kurunegala,Export,Kanda,Standard,2000,,
6/28/2016,Kurunegala,Local,Peedunu,Premium,3000,,
6/28/2016,Kurunegala,Local,Peedunu,Standard,1000,,
6/28/2016,Kurunegala,Local,Keti,Premium,600,,
6/28/2016,Kurunegala,Local,Keti,Standard,300,,
6/28/2016,Kurunegala,Local,Korikan,Premium,400,,
6/28/2016,Kurunegala,Local,Korikan,Standard,200,,
6/28/2016,Gampaha,Export,Peedunu,Premium,7500,,
6/28/2016,Gampaha,Export,Peedunu,Standard,5000,,
6/28/2016,Gampaha,Export,Kanda,Premium,6500,,
6/28/2016,Gampaha,Export,Kanda,Standard,5000,,
6/28/2016,Gampaha,Local,Peedunu,Premium,1800,,
6/28/2016,Gampaha,Local,Peedunu,Standard,1500,,
6/28/2016,Gampaha,Local,Keti,Premium,1200,,
6/28/2016,Gampaha,Local,Keti,Standard,1000,,
6/28/2016,Gampaha,Local,Korikan,Premium,200,,
6/28/2016,Gampaha,Local,Korikan,Standard,200,,
7/4/2016,Kurunegala,Export,Peedunu,Premium,5000,,
7/4/2016,Kurunegala,Export,Peedunu,Standard,2000,,
7/4/2016,Kurunegala,Export,Kanda,Premium,6000,,
7/4/2016,Kurunegala,Export,Kanda,Standard,2000,,
7/4/2016,Kurunegala,Local,Peedunu,Premium,4000,,
7/4/2016,Kurunegala,Local,Peedunu,Standard,1500,,
7/4/2016,Kurunegala,Local,Keti,Premium,800,,
7/4/2016,Kurunegala,Local,Keti,Standard,500,,
7/4/2016,Kurunegala,Local,Korikan,Premium,500,,
7/4/2016,Kurunegala,Local,Korikan,Standard,300,,
7/4/2016,Gampaha,Export,Peedunu,Premium,6500,,
7/4/2016,Gampaha,Export,Peedunu,Standard,4000,,
7/4/2016,Gampaha,Export,Kanda,Premium,6500,,
7/4/2016,Gampaha,Export,Kanda,Standard,4000,,
7/4/2016,Gampaha,Local,Peedunu,Premium,2000,,
7/4/2016,Gampaha,Local,Peedunu,Standard,1800,,
7/4/2016,Gampaha,Local,Keti,Premium,1500,,
7/4/2016,Gampaha,Local,Keti,Standard,1000,,
7/4/2016,Gampaha,Local,Korikan,Premium,100,,
7/4/2016,Gampaha,Local,Korikan,Standard,100,,
7/12/2016,Kurunegala,Export,Peedunu,Premium,5000,,
7/12/2016,Kurunegala,Export,Peedunu,Standard,2000,,
7/12/2016,Kurunegala,Export,Kanda,Premium,6500,,
7/12/2016,Kurunegala,Export,Kanda,Standard,2000,,
7/12/2016,Kurunegala,Local,Peedunu,Premium,5000,,
7/12/2016,Kurunegala,Local,Peedunu,Standard,2000,,
7/12/2016,Kurunegala,Local,Keti,Premium,1000,,
7/12/2016,Kurunegala,Local,Keti,Standard,500,,
7/12/2016,Kurunegala,Local,Korikan,Premium,600,,
7/12/2016,Kurunegala,Local,Korikan,Standard,300,,
7/12/2016,Gampaha,Export,Peedunu,Premium,5000,,
7/12/2016,Gampaha,Export,Peedunu,Standard,3500,,
7/12/2016,Gampaha,Export,Kanda,Premium,5000,,
7/12/2016,Gampaha,Export,Kanda,Standard,3500,,
7/12/2016,Gampaha,Local,Peedunu,Premium,2000,,
7/12/2016,Gampaha,Local,Peedunu,Standard,1800,,
7/12/2016,Gampaha,Local,Keti,Premium,1200,,
7/12/2016,Gampaha,Local,Keti,Standard,1000,,
7/12/2016,Gampaha,Local,Korikan,Premium,200,,
7/12/2016,Gampaha,Local,Korikan,Standard,200,,
7/18/2016,Kurunegala,Export,Peedunu,Premium,5000,,
7/18/2016,Kurunegala,Export,Peedunu,Standard,2500,,
7/18/2016,Kurunegala,Export,Kanda,Premium,6000,,
7/18/2016,Kurunegala,Export,Kanda,Standard,2500,,
7/18/2016,Kurunegala,Local,Peedunu,Premium,4500,,
7/18/2016,Kurunegala,Local,Peedunu,Standard,1500,,
7/18/2016,Kurunegala,Local,Keti,Premium,1500,,
7/18/2016,Kurunegala,Local,Keti,Standard,800,,
7/18/2016,Kurunegala,Local,Korikan,Premium,800,,
7/18/2016,Kurunegala,Local,Korikan,Standard,200,,
7/18/2016,Gampaha,Export,Peedunu,Premium,3000,,
7/18/2016,Gampaha,Export,Peedunu,Standard,2000,,
7/18/2016,Gampaha,Export,Kanda,Premium,3000,,
7/18/2016,Gampaha,Export,Kanda,Standard,2000,,
7/18/2016,Gampaha,Local,Peedunu,Premium,1800,,
7/18/2016,Gampaha,Local,Peedunu,Standard,1600,,
7/18/2016,Gampaha,Local,Keti,Premium,1200,,
7/18/2016,Gampaha,Local,Keti,Standard,1000,,
7/18/2016,Gampaha,Local,Korikan,Premium,200,,
7/18/2016,Gampaha,Local,Korikan,Standard,200,,
7/26/2016,Kurunegala,Export,Peedunu,Premium,7000,,
7/26/2016,Kurunegala,Export,Peedunu,Standard,2500,,
7/26/2016,Kurunegala,Export,Kanda,Premium,8000,,
7/26/2016,Kurunegala,Export,Kanda,Standard,2500,,
7/26/2016,Kurunegala,Local,Peedunu,Premium,5000,,
7/26/2016,Kurunegala,Local,Peedunu,Standard,2000,,
7/26/2016,Kurunegala,Local,Keti,Premium,2000,,
7/26/2016,Kurunegala,Local,Keti,Standard,800,,
7/26/2016,Kurunegala,Local,Korikan,Premium,1000,,
7/26/2016,Kurunegala,Local,Korikan,Standard,300,,
7/26/2016,Gampaha,Export,Peedunu,Premium,4500,,
7/26/2016,Gampaha,Export,Peedunu,Standard,2500,,
7/26/2016,Gampaha,Export,Kanda,Premium,4500,,
7/26/2016,Gampaha,Export,Kanda,Standard,2500,,
7/26/2016,Gampaha,Local,Peedunu,Premium,2800,,
7/26/2016,Gampaha,Local,Peedunu,Standard,2400,,
7/26/2016,Gampaha,Local,Keti,Premium,2000,,
7/26/2016,Gampaha,Local,Keti,Standard,1400,,
7/26/2016,Gampaha,Local,Korikan,Premium,400,,
7/26/2016,Gampaha,Local,Korikan,Standard,400,,
8/2/2016,Kurunegala,Export,Peedunu,Premium,7000,,
8/2/2016,Kurunegala,Export,Peedunu,Standard,3000,,
8/2/2016,Kurunegala,Export,Kanda,Premium,8000,,
8/2/2016,Kurunegala,Export,Kanda,Standard,3000,,
8/2/2016,Kurunegala,Local,Peedunu,Premium,5000,,
8/2/2016,Kurunegala,Local,Peedunu,Standard,2000,,
8/2/2016,Kurunegala,Local,Keti,Premium,2000,,
8/2/2016,Kurunegala,Local,Keti,Standard,500,,
8/2/2016,Kurunegala,Local,Korikan,Premium,1000,,
8/2/2016,Kurunegala,Local,Korikan,Standard,250,,
8/2/2016,Gampaha,Export,Peedunu,Premium,2500,,
8/2/2016,Gampaha,Export,Peedunu,Standard,1400,,
8/2/2016,Gampaha,Export,Kanda,Premium,2500,,
8/2/2016,Gampaha,Export,Kanda,Standard,1400,,
8/2/2016,Gampaha,Local,Peedunu,Premium,1800,,
8/2/2016,Gampaha,Local,Peedunu,Standard,1500,,
8/2/2016,Gampaha,Local,Keti,Premium,1000,,
8/2/2016,Gampaha,Local,Keti,Standard,800,,
8/2/2016,Gampaha,Local,Korikan,Premium,1000,,
8/2/2016,Gampaha,Local,Korikan,Standard,250,,
8/15/2016,Kurunegala,Export,Peedunu,Premium,5000,,
8/15/2016,Kurunegala,Export,Peedunu,Standard,3000,,
8/15/2016,Kurunegala,Export,Kanda,Premium,5000,,
8/15/2016,Kurunegala,Export,Kanda,Standard,3000,,
8/15/2016,Kurunegala,Local,Peedunu,Premium,4000,,
8/15/2016,Kurunegala,Local,Peedunu,Standard,2000,,
8/15/2016,Kurunegala,Local,Keti,Premium,2000,,
8/15/2016,Kurunegala,Local,Keti,Standard,500,,
8/15/2016,Kurunegala,Local,Korikan,Premium,600,,
8/15/2016,Kurunegala,Local,Korikan,Standard,300,,
8/15/2016,Gampaha,Export,Peedunu,Premium,5000,,
8/15/2016,Gampaha,Export,Peedunu,Standard,3000,,
8/15/2016,Gampaha,Export,Kanda,Premium,4000,,
8/15/2016,Gampaha,Export,Kanda,Standard,3000,,
8/15/2016,Gampaha,Local,Peedunu,Premium,3500,,
8/15/2016,Gampaha,Local,Peedunu,Standard,3400,,
8/15/2016,Gampaha,Local,Keti,Premium,3000,,
8/15/2016,Gampaha,Local,Keti,Standard,2500,,
8/15/2016,Gampaha,Local,Korikan,Premium,500,,
8/15/2016,Gampaha,Local,Korikan,Standard,400,,
8/23/2016,Kurunegala,Export,Peedunu,Premium,6500,,
8/23/2016,Kurunegala,Export,Peedunu,Standard,2000,,
8/23/2016,Kurunegala,Export,Kanda,Premium,5000,,
8/23/2016,Kurunegala,Export,Kanda,Standard,2000,,
8/23/2016,Kurunegala,Local,Peedunu,Premium,5000,,
8/23/2016,Kurunegala,Local,Peedunu,Standard,2000,,
8/23/2016,Kurunegala,Local,Keti,Premium,1800,,
8/23/2016,Kurunegala,Local,Keti,Standard,600,,
8/23/2016,Kurunegala,Local,Korikan,Premium,500,,
8/23/2016,Kurunegala,Local,Korikan,Standard,300,,
8/23/2016,Gampaha,Export,Peedunu,Premium,3500,,
8/23/2016,Gampaha,Export,Peedunu,Standard,2500,,
8/23/2016,Gampaha,Export,Kanda,Premium,3000,,
8/23/2016,Gampaha,Export,Kanda,Standard,2000,,
8/23/2016,Gampaha,Local,Peedunu,Premium,2500,,
8/23/2016,Gampaha,Local,Peedunu,Standard,2400,,
8/23/2016,Gampaha,Local,Keti,Premium,1600,,
8/23/2016,Gampaha,Local,Keti,Standard,1250,,
8/23/2016,Gampaha,Local,Korikan,Premium,800,,
8/23/2016,Gampaha,Local,Korikan,Standard,500,,
8/30/2016,Kurunegala,Export,Peedunu,Premium,6500,,
8/30/2016,Kurunegala,Export,Peedunu,Standard,2000,,
8/30/2016,Kurunegala,Export,Kanda,Premium,6000,,
8/30/2016,Kurunegala,Export,Kanda,Standard,2000,,
8/30/2016,Kurunegala,Local,Peedunu,Premium,5000,,
8/30/2016,Kurunegala,Local,Peedunu,Standard,2500,,
8/30/2016,Kurunegala,Local,Keti,Premium,2000,,
8/30/2016,Kurunegala,Local,Keti,Standard,800,,
8/30/2016,Kurunegala,Local,Korikan,Premium,600,,
8/30/2016,Kurunegala,Local,Korikan,Standard,400,,
8/30/2016,Gampaha,Export,Peedunu,Premium,3500,,
8/30/2016,Gampaha,Export,Peedunu,Standard,2000,,
8/30/2016,Gampaha,Export,Kanda,Premium,3000,,
8/30/2016,Gampaha,Export,Kanda,Standard,2000,,
8/30/2016,Gampaha,Local,Peedunu,Premium,2000,,
8/30/2016,Gampaha,Local,Peedunu,Standard,1500,,
8/30/2016,Gampaha,Local,Keti,Premium,1000,,
8/30/2016,Gampaha,Local,Keti,Standard,1000,,
8/30/2016,Gampaha,Local,Korikan,Premium,600,,
8/30/2016,Gampaha,Local,Korikan,Standard,400,,
9/6/2016,Kurunegala,Export,Peedunu,Premium,7500,,
9/6/2016,Kurunegala,Export,Peedunu,Standard,3000,,
9/6/2016,Kurunegala,Export,Kanda,Premium,7000,,
9/6/2016,Kurunegala,Export,Kanda,Standard,3000,,
9/6/2016,Kurunegala,Local,Peedunu,Premium,5500,,
9/6/2016,Kurunegala,Local,Peedunu,Standard,2500,,
9/6/2016,Kurunegala,Local,Keti,Premium,3000,,
9/6/2016,Kurunegala,Local,Keti,Standard,1000,,
9/6/2016,Kurunegala,Local,Korikan,Premium,1000,,
9/6/2016,Kurunegala,Local,Korikan,Standard,500,,
9/6/2016,Gampaha,Export,Peedunu,Premium,4500,,
9/6/2016,Gampaha,Export,Peedunu,Standard,2500,,
9/6/2016,Gampaha,Export,Kanda,Premium,4000,,
9/6/2016,Gampaha,Export,Kanda,Standard,2500,,
9/6/2016,Gampaha,Local,Peedunu,Premium,2500,,
9/6/2016,Gampaha,Local,Peedunu,Standard,2300,,
9/6/2016,Gampaha,Local,Keti,Premium,2000,,
9/6/2016,Gampaha,Local,Keti,Standard,1500,,
9/6/2016,Gampaha,Local,Korikan,Premium,600,,
9/6/2016,Gampaha,Local,Korikan,Standard,400,,
9/13/2016,Kurunegala,Export,Peedunu,Premium,7500,,
9/13/2016,Kurunegala,Export,Peedunu,Standard,3000,,
9/13/2016,Kurunegala,Export,Kanda,Premium,7000,,
9/13/2016,Kurunegala,Export,Kanda,Standard,3000,,
9/13/2016,Kurunegala,Local,Peedunu,Premium,5500,,
9/13/2016,Kurunegala,Local,Peedunu,Standard,2500,,
9/13/2016,Kurunegala,Local,Keti,Premium,3000,,
9/13/2016,Kurunegala,Local,Keti,Standard,1000,,
9/13/2016,Kurunegala,Local,Korikan,Premium,1000,,
9/13/2016,Kurunegala,Local,Korikan,Standard,500,,
9/13/2016,Gampaha,Export,Peedunu,Premium,4500,,
9/13/2016,Gampaha,Export,Peedunu,Standard,2500,,
9/13/2016,Gampaha,Export,Kanda,Premium,4000,,
9/13/2016,Gampaha,Export,Kanda,Standard,2500,,
9/13/2016,Gampaha,Local,Peedunu,Premium,2500,,
9/13/2016,Gampaha,Local,Peedunu,Standard,2300,,
9/13/2016,Gampaha,Local,Keti,Premium,2000,,
9/13/2016,Gampaha,Local,Keti,Standard,1500,,
9/13/2016,Gampaha,Local,Korikan,Premium,600,,
9/13/2016,Gampaha,Local,Korikan,Standard,400,,
9/20/2016,Kurunegala,Export,Peedunu,Premium,5000,,
9/20/2016,Kurunegala,Export,Peedunu,Standard,2000,,
9/20/2016,Kurunegala,Export,Kanda,Premium,4000,,
9/20/2016,Kurunegala,Export,Kanda,Standard,2000,,
9/20/2016,Kurunegala,Local,Peedunu,Premium,4000,,
9/20/2016,Kurunegala,Local,Peedunu,Standard,2000,,
9/20/2016,Kurunegala,Local,Keti,Premium,2000,,
9/20/2016,Kurunegala,Local,Keti,Standard,1000,,
9/20/2016,Kurunegala,Local,Korikan,Premium,800,,
9/20/2016,Kurunegala,Local,Korikan,Standard,500,,
9/20/2016,Gampaha,Export,Peedunu,Premium,4500,,
9/20/2016,Gampaha,Export,Peedunu,Standard,2500,,
9/20/2016,Gampaha,Export,Kanda,Premium,3000,,
9/20/2016,Gampaha,Export,Kanda,Standard,2000,,
9/20/2016,Gampaha,Local,Peedunu,Premium,3000,,
9/20/2016,Gampaha,Local,Peedunu,Standard,2600,,
9/20/2016,Gampaha,Local,Keti,Premium,2200,,
9/20/2016,Gampaha,Local,Keti,Standard,2000,,
9/20/2016,Gampaha,Local,Korikan,Premium,400,,
9/20/2016,Gampaha,Local,Korikan,Standard,300,,
10/4/2016,Kurunegala,Export,Peedunu,Premium,5000,,
10/4/2016,Kurunegala,Export,Peedunu,Standard,2000,,
10/4/2016,Kurunegala,Export,Kanda,Premium,4500,,
10/4/2016,Kurunegala,Export,Kanda,Standard,2000,,
10/4/2016,Kurunegala,Local,Peedunu,Premium,4000,,
10/4/2016,Kurunegala,Local,Peedunu,Standard,1500,,
10/4/2016,Kurunegala,Local,Keti,Premium,1500,,
10/4/2016,Kurunegala,Local,Keti,Standard,800,,
10/4/2016,Kurunegala,Local,Korikan,Premium,800,,
10/4/2016,Kurunegala,Local,Korikan,Standard,300,,
10/4/2016,Gampaha,Export,Peedunu,Premium,5000,,
10/4/2016,Gampaha,Export,Peedunu,Standard,3500,,
10/4/2016,Gampaha,Export,Kanda,Premium,3000,,
10/4/2016,Gampaha,Export,Kanda,Standard,2000,,
10/4/2016,Gampaha,Local,Peedunu,Premium,2750,,
10/4/2016,Gampaha,Local,Peedunu,Standard,2500,,
10/4/2016,Gampaha,Local,Keti,Premium,2000,,
10/4/2016,Gampaha,Local,Keti,Standard,1700,,
10/4/2016,Gampaha,Local,Korikan,Premium,400,,
10/4/2016,Gampaha,Local,Korikan,Standard,350,,
10/11/2016,Kurunegala,Export,Peedunu,Premium,5000,,
10/11/2016,Kurunegala,Export,Peedunu,Standard,2000,,
10/11/2016,Kurunegala,Export,Kanda,Premium,6000,,
10/11/2016,Kurunegala,Export,Kanda,Standard,2000,,
10/11/2016,Kurunegala,Local,Peedunu,Premium,5000,,
10/11/2016,Kurunegala,Local,Peedunu,Standard,1800,,
10/11/2016,Kurunegala,Local,Keti,Premium,2000,,
10/11/2016,Kurunegala,Local,Keti,Standard,1000,,
10/11/2016,Kurunegala,Local,Korikan,Premium,800,,
10/11/2016,Kurunegala,Local,Korikan,Standard,500,,
10/11/2016,Gampaha,Export,Peedunu,Premium,6000,,
10/11/2016,Gampaha,Export,Peedunu,Standard,4000,,
10/11/2016,Gampaha,Export,Kanda,Premium,5000,,
10/11/2016,Gampaha,Export,Kanda,Standard,4000,,
10/11/2016,Gampaha,Local,Peedunu,Premium,4000,,
10/11/2016,Gampaha,Local,Peedunu,Standard,3500,,
10/11/2016,Gampaha,Local,Keti,Premium,3000,,
10/11/2016,Gampaha,Local,Keti,Standard,2500,,
10/11/2016,Gampaha,Local,Korikan,Premium,800,,
10/11/2016,Gampaha,Local,Korikan,Standard,800,,
10/18/2016,Kurunegala,Export,Peedunu,Premium,5000,,
10/18/2016,Kurunegala,Export,Peedunu,Standard,2000,,
10/18/2016,Kurunegala,Export,Kanda,Premium,6000,,
10/18/2016,Kurunegala,Export,Kanda,Standard,2000,,
10/18/2016,Kurunegala,Local,Peedunu,Premium,5000,,
10/18/2016,Kurunegala,Local,Peedunu,Standard,2000,,
10/18/2016,Kurunegala,Local,Keti,Premium,1000,,
10/18/2016,Kurunegala,Local,Keti,Standard,800,,
10/18/2016,Kurunegala,Local,Korikan,Premium,500,,
10/18/2016,Kurunegala,Local,Korikan,Standard,300,,
10/18/2016,Gampaha,Export,Peedunu,Premium,6500,,
10/18/2016,Gampaha,Export,Peedunu,Standard,4500,,
10/18/2016,Gampaha,Export,Kanda,Premium,5000,,
10/18/2016,Gampaha,Export,Kanda,Standard,4000,,
10/18/2016,Gampaha,Local,Peedunu,Premium,4000,,
10/18/2016,Gampaha,Local,Peedunu,Standard,3500,,
10/18/2016,Gampaha,Local,Keti,Premium,3000,,
10/18/2016,Gampaha,Local,Keti,Standard,2750,,
10/18/2016,Gampaha,Local,Korikan,Premium,1000,,
10/18/2016,Gampaha,Local,Korikan,Standard,800,,
10/25/2016,Kurunegala,Export,Peedunu,Premium,4000,,
10/25/2016,Kurunegala,Export,Peedunu,Standard,2000,,
10/25/2016,Kurunegala,Export,Kanda,Premium,4000,,
10/25/2016,Kurunegala,Export,Kanda,Standard,2000,,
10/25/2016,Kurunegala,Local,Peedunu,Premium,3000,,
10/25/2016,Kurunegala,Local,Peedunu,Standard,1500,,
10/25/2016,Kurunegala,Local,Keti,Premium,1000,,
10/25/2016,Kurunegala,Local,Keti,Standard,800,,
10/25/2016,Kurunegala,Local,Korikan,Premium,600,,
10/25/2016,Kurunegala,Local,Korikan,Standard,300,,
10/25/2016,Gampaha,Export,Peedunu,Premium,4000,,
10/25/2016,Gampaha,Export,Peedunu,Standard,2500,,
10/25/2016,Gampaha,Export,Kanda,Premium,3000,,
10/25/2016,Gampaha,Export,Kanda,Standard,2000,,
10/25/2016,Gampaha,Local,Peedunu,Premium,3000,,
10/25/2016,Gampaha,Local,Peedunu,Standard,2750,,
10/25/2016,Gampaha,Local,Keti,Premium,2500,,
10/25/2016,Gampaha,Local,Keti,Standard,2300,,
10/25/2016,Gampaha,Local,Korikan,Premium,600,,
10/25/2016,Gampaha,Local,Korikan,Standard,600,,
11/1/2016,Kurunegala,Export,Peedunu,Premium,5000,,
11/1/2016,Kurunegala,Export,Peedunu,Standard,2000,,
11/1/2016,Kurunegala,Export,Kanda,Premium,5000,,
11/1/2016,Kurunegala,Export,Kanda,Standard,2000,,
11/1/2016,Kurunegala,Local,Peedunu,Premium,4000,,
11/1/2016,Kurunegala,Local,Peedunu,Standard,1500,,
11/1/2016,Kurunegala,Local,Keti,Premium,1000,,
11/1/2016,Kurunegala,Local,Keti,Standard,800,,
11/1/2016,Kurunegala,Local,Korikan,Premium,500,,
11/1/2016,Kurunegala,Local,Korikan,Standard,350,,
11/1/2016,Gampaha,Export,Peedunu,Premium,5500,,
11/1/2016,Gampaha,Export,Peedunu,Standard,3500,,
11/1/2016,Gampaha,Export,Kanda,Premium,2500,,
11/1/2016,Gampaha,Export,Kanda,Standard,2000,,
11/1/2016,Gampaha,Local,Peedunu,Premium,3000,,
11/1/2016,Gampaha,Local,Peedunu,Standard,2500,,
11/1/2016,Gampaha,Local,Keti,Premium,2000,,
11/1/2016,Gampaha,Local,Keti,Standard,1750,,
11/1/2016,Gampaha,Local,Korikan,Premium,800,,
11/1/2016,Gampaha,Local,Korikan,Standard,600,,
11/8/2016,Kurunegala,Export,Peedunu,Premium,4000,,
11/8/2016,Kurunegala,Export,Peedunu,Standard,2000,,
11/8/2016,Kurunegala,Export,Kanda,Premium,4500,,
11/8/2016,Kurunegala,Export,Kanda,Standard,2000,,
11/8/2016,Kurunegala,Local,Peedunu,Premium,3500,,
11/8/2016,Kurunegala,Local,Peedunu,Standard,1500,,
11/8/2016,Kurunegala,Local,Keti,Premium,800,,
11/8/2016,Kurunegala,Local,Keti,Standard,400,,
11/8/2016,Kurunegala,Local,Korikan,Premium,400,,
11/8/2016,Kurunegala,Local,Korikan,Standard,200,,
11/8/2016,Gampaha,Export,Peedunu,Premium,4500,,
11/8/2016,Gampaha,Export,Peedunu,Standard,3000,,
11/8/2016,Gampaha,Export,Kanda,Premium,3000,,
11/8/2016,Gampaha,Export,Kanda,Standard,2000,,
11/8/2016,Gampaha,Local,Peedunu,Premium,3000,,
11/8/2016,Gampaha,Local,Peedunu,Standard,2500,,
11/8/2016,Gampaha,Local,Keti,Premium,2000,,
11/8/2016,Gampaha,Local,Keti,Standard,1500,,
11/8/2016,Gampaha,Local,Korikan,Premium,500,,
11/8/2016,Gampaha,Local,Korikan,Standard,500,,
11/15/2016,Kurunegala,Export,Peedunu,Premium,4000,,
11/15/2016,Kurunegala,Export,Peedunu,Standard,2000,,
11/15/2016,Kurunegala,Export,Kanda,Premium,5000,,
11/15/2016,Kurunegala,Export,Kanda,Standard,2000,,
11/15/2016,Kurunegala,Local,Peedunu,Premium,3000,,
11/15/2016,Kurunegala,Local,Peedunu,Standard,1500,,
11/15/2016,Kurunegala,Local,Keti,Premium,800,,
11/15/2016,Kurunegala,Local,Keti,Standard,400,,
11/15/2016,Kurunegala,Local,Korikan,Premium,400,,
11/15/2016,Kurunegala,Local,Korikan,Standard,200,,
11/15/2016,Gampaha,Export,Peedunu,Premium,5000,,
11/15/2016,Gampaha,Export,Peedunu,Standard,3000,,
11/15/2016,Gampaha,Export,Kanda,Premium,3000,,
11/15/2016,Gampaha,Export,Kanda,Standard,2000,,
11/15/2016,Gampaha,Local,Peedunu,Premium,3000,,
11/15/2016,Gampaha,Local,Peedunu,Standard,2400,,
11/15/2016,Gampaha,Local,Keti,Premium,2000,,
11/15/2016,Gampaha,Local,Keti,Standard,1600,,
11/15/2016,Gampaha,Local,Korikan,Premium,600,,
11/15/2016,Gampaha,Local,Korikan,Standard,600,,
11/22/2016,Kurunegala,Export,Peedunu,Premium,3000,,
11/22/2016,Kurunegala,Export,Peedunu,Standard,1500,,
11/22/2016,Kurunegala,Export,Kanda,Premium,3000,,
11/22/2016,Kurunegala,Export,Kanda,Standard,1500,,
11/22/2016,Kurunegala,Local,Peedunu,Premium,2500,,
11/22/2016,Kurunegala,Local,Peedunu,Standard,1000,,
11/22/2016,Kurunegala,Local,Keti,Premium,800,,
11/22/2016,Kurunegala,Local,Keti,Standard,400,,
11/22/2016,Kurunegala,Local,Korikan,Premium,400,,
11/22/2016,Kurunegala,Local,Korikan,Standard,200,,
11/22/2016,Gampaha,Export,Peedunu,Premium,4000,,
11/22/2016,Gampaha,Export,Peedunu,Standard,3000,,
11/22/2016,Gampaha,Export,Kanda,Premium,2500,,
11/22/2016,Gampaha,Export,Kanda,Standard,2000,,
11/22/2016,Gampaha,Local,Peedunu,Premium,2500,,
11/22/2016,Gampaha,Local,Peedunu,Standard,2000,,
11/22/2016,Gampaha,Local,Keti,Premium,1500,,
11/22/2016,Gampaha,Local,Keti,Standard,1100,,
11/22/2016,Gampaha,Local,Korikan,Premium,300,,
11/22/2016,Gampaha,Local,Korikan,Standard,300,,
11/29/2016,Kurunegala,Export,Peedunu,Premium,1200,,
11/29/2016,Kurunegala,Export,Peedunu,Standard,500,,
11/29/2016,Kurunegala,Export,Kanda,Premium,1000,,
11/29/2016,Kurunegala,Export,Kanda,Standard,500,,
11/29/2016,Kurunegala,Local,Peedunu,Premium,600,,
11/29/2016,Kurunegala,Local,Peedunu,Standard,400,,
11/29/2016,Kurunegala,Local,Keti,Premium,300,,
11/29/2016,Kurunegala,Local,Keti,Standard,200,,
11/29/2016,Kurunegala,Local,Korikan,Premium,150,,
11/29/2016,Kurunegala,Local,Korikan,Standard,100,,
11/29/2016,Gampaha,Export,Peedunu,Premium,3000,,
11/29/2016,Gampaha,Export,Peedunu,Standard,2500,,
11/29/2016,Gampaha,Export,Kanda,Premium,3000,,
11/29/2016,Gampaha,Export,Kanda,Standard,2500,,
11/29/2016,Gampaha,Local,Peedunu,Premium,800,,
11/29/2016,Gampaha,Local,Peedunu,Standard,700,,
11/29/2016,Gampaha,Local,Keti,Premium,300,,
11/29/2016,Gampaha,Local,Keti,Standard,280,,
11/29/2016,Gampaha,Local,Korikan,Premium,150,,
11/29/2016,Gampaha,Local,Korikan,Standard,100,,
12/6/2016,Kurunegala,Export,Peedunu,Premium,2500,,
12/6/2016,Kurunegala,Export,Peedunu,Standard,500,,
12/6/2016,Kurunegala,Export,Kanda,Premium,2000,,
12/6/2016,Kurunegala,Export,Kanda,Standard,500,,
12/6/2016,Kurunegala,Local,Peedunu,Premium,1500,,
12/6/2016,Kurunegala,Local,Peedunu,Standard,500,,
12/6/2016,Kurunegala,Local,Keti,Premium,400,,
12/6/2016,Kurunegala,Local,Keti,Standard,200,,
12/6/2016,Kurunegala,Local,Korikan,Premium,150,,
12/6/2016,Kurunegala,Local,Korikan,Standard,100,,
12/6/2016,Gampaha,Export,Peedunu,Premium,3500,,
12/6/2016,Gampaha,Export,Peedunu,Standard,2500,,
12/6/2016,Gampaha,Export,Kanda,Premium,3000,,
12/6/2016,Gampaha,Export,Kanda,Standard,2000,,
12/6/2016,Gampaha,Local,Peedunu,Premium,1200,,
12/6/2016,Gampaha,Local,Peedunu,Standard,1000,,
12/6/2016,Gampaha,Local,Keti,Premium,700,,
12/6/2016,Gampaha,Local,Keti,Standard,500,,
12/6/2016,Gampaha,Local,Korikan,Premium,150,,
12/6/2016,Gampaha,Local,Korikan,Standard,100,,
12/14/2016,Kurunegala,Export,Peedunu,Premium,2500,,
12/14/2016,Kurunegala,Export,Peedunu,Standard,500,,
12/14/2016,Kurunegala,Export,Kanda,Premium,2000,,
12/14/2016,Kurunegala,Export,Kanda,Standard,500,,
